MODEL_YEAR,MAKE,MODEL,VEHICLE_CLASS,ENGINE_SIZE(L),CYLINDERS,TRANSMISSION,FUEL_TYPE,FUEL_CONSUMPTION_CITY(L/100km),HWY_(L/100km),COMB_(L/100km),COMB_(mpg),CO2_EMISSIONS(g/km)
2003,ISUZU,ASCENDER 4X4,SUV,5.3,8,A4,X,17,12.4,14.9,19,343
2003,JAGUAR,S-TYPE,MID-SIZE,3,6,A6,Z,12.9,8.3,10.8,26,248
2003,JAGUAR,S-TYPE,MID-SIZE,3,6,M5,Z,13.1,8.3,10.9,26,251
2003,JAGUAR,S-TYPE,MID-SIZE,4.2,8,A6,Z,13.8,8.4,11.4,25,262
2003,JAGUAR,S-TYPE R,MID-SIZE,4.2,8,A6,Z,14.4,9.3,12.1,23,278
2003,JAGUAR,VANDENPLAS,MID-SIZE,4,8,A5,Z,13.7,9.1,11.6,24,267
2003,JAGUAR,XJ SPORT,COMPACT,4,8,A5,Z,13.7,9.1,11.6,24,267
2003,JAGUAR,XJ8,COMPACT,4,8,A5,Z,13.7,9.1,11.6,24,267
2003,JAGUAR,XJR #,COMPACT,4,8,A5,Z,14.6,9.9,12.5,23,288
2003,JAGUAR,XK8,SUBCOMPACT,4.2,8,A6,Z,13.3,8.4,11.1,25,255
2003,JAGUAR,XK8 CONVERTIBLE,MINICOMPACT,4.2,8,A6,Z,13.3,8.4,11.1,25,255
2003,JAGUAR,XKR #,SUBCOMPACT,4.2,8,A6,Z,14.8,9.5,12.4,23,285
2003,JAGUAR,XKR CONVERTIBLE #,MINICOMPACT,4.2,8,A6,Z,14.8,9.5,12.4,23,285
2003,JAGUAR,X-TYPE,SUBCOMPACT,2.5,6,A5,Z,12.5,8.3,10.6,27,244
2003,JAGUAR,X-TYPE,SUBCOMPACT,2.5,6,M5,Z,12.1,7.8,10.2,28,235
2003,JAGUAR,X-TYPE,SUBCOMPACT,3,6,A5,Z,13.1,8.5,11,26,253
2003,JAGUAR,X-TYPE,SUBCOMPACT,3,6,M5,Z,12.9,7.8,10.6,27,244
2003,JEEP,GRAND CHEROKEE 4X4,SUV,4,6,A4,X,14.7,9.7,12.4,23,285
2003,JEEP,GRAND CHEROKEE 4X4,SUV,4.7,8,A5,X,15.4,10.7,13.3,21,306
2003,JEEP,LIBERTY 4X4,SUV,2.4,4,M5,X,11.9,9,10.6,27,244
2003,JEEP,LIBERTY 4X4,SUV,3.7,6,A4,X,13.4,10.2,12,24,276
2003,JEEP,LIBERTY 4X4,SUV,3.7,6,M5,X,14.4,9.8,12.3,23,283
2003,JEEP,TJ 4X4,SUV,2.4,4,A4,X,12.9,11.4,12.2,23,281
2003,JEEP,TJ 4X4,SUV,2.4,4,M5,X,12.8,11.1,12,24,276
2003,JEEP,TJ 4X4,SUV,4,6,A4,X,14.7,10.8,12.9,22,297
2003,JEEP,TJ 4X4,SUV,4,6,M5,X,14.3,11.5,13,22,299
2003,KIA,MAGENTIS,MID-SIZE,2.4,4,A4,X,10.9,7.2,9.2,31,212
2003,KIA,MAGENTIS,MID-SIZE,2.4,4,M5,X,10.4,7.2,9,31,207
2003,KIA,MAGENTIS,MID-SIZE,2.7,6,A4,X,11.7,7.9,10,28,230
2003,KIA,MAGENTIS,MID-SIZE,2.7,6,M5,X,11.6,7.8,9.9,29,228
2003,KIA,RIO,COMPACT,1.6,4,A4,X,9.3,6.7,8.1,35,186
2003,KIA,RIO,COMPACT,1.6,4,M5,X,8.9,6.6,7.9,36,182
2003,KIA,SEDONA,MINIVAN,3.5,6,A5,X,15.4,10.9,13.4,21,308
2003,KIA,SORENTO,SUV,3.5,6,A4,X,15.5,11,13.5,21,310
2003,KIA,SORENTO 4X4,SUV,3.5,6,A4,X,16,11.7,14.1,20,324
2003,KIA,SPECTRA,COMPACT,1.8,4,A4,X,10.9,7.3,9.3,30,214
2003,KIA,SPECTRA,COMPACT,1.8,4,M5,X,10,6.8,8.6,33,198
2003,LAND ROVER,DISCOVERY 4X4,SUV,4.6,8,A4,Z,19.6,13.9,17,17,391
2003,LAND ROVER,FREELANDER 3-DOOR 4X4,SUV,2.5,6,AS5,X,13.8,10.8,12.4,23,285
2003,LAND ROVER,FREELANDER 5-DOOR 4X4,SUV,2.5,6,AS5,X,13.8,10.8,12.4,23,285
2003,LAND ROVER,RANGE ROVER 4X4,SUV,4.4,8,AS5,Z,19.3,12.9,16.4,17,377
2003,LEXUS,ES 300,MID-SIZE,3,6,A5,X,11.4,7.4,9.6,29,221
2003,LEXUS,GS 300,MID-SIZE,3,6,AS5,Z,13.1,8.6,11.1,25,255
2003,LEXUS,GS 300,MID-SIZE,4.3,8,A5,Z,13.3,9.3,11.5,25,264
2003,LEXUS,GS 430,MID-SIZE,3,6,AS5,Z,13.1,8.6,11.1,25,255
2003,LEXUS,GS 430,MID-SIZE,4.3,8,A5,Z,13.3,9.3,11.5,25,264
2003,LEXUS,IS 300,COMPACT,3,6,AS5,Z,13.1,8.9,11.2,25,258
2003,LEXUS,IS 300,COMPACT,3,6,M5,Z,13.2,8.8,11.2,25,258
2003,LEXUS,LS 430,FULL-SIZE,4.3,8,A5,Z,12.9,8.7,11,26,253
2003,LEXUS,LX 470,SUV,4.7,8,A5,X,17.9,12.9,15.6,18,359
2003,LEXUS,RX 300 4X4,STATION WAGON - MID-SIZE,3,6,A4,X,13,9.7,11.5,25,264
2003,LEXUS,SC 430,MINICOMPACT,4.3,8,A5,Z,13.3,9.3,11.5,25,264
2003,LINCOLN,AVIATOR 4X4,SUV,4.6,8,A5,X,17.7,12,15.1,19,347
2003,LINCOLN,LS,MID-SIZE,3,6,AS5,Z,11.9,8.3,10.3,27,237
2003,LINCOLN,LS,MID-SIZE,3.9,8,AS5,Z,13.4,9.1,11.5,25,264
2003,LINCOLN,LS SPORT,MID-SIZE,3,6,AS5,Z,11.7,7.9,10,28,230
2003,LINCOLN,LS SPORT,MID-SIZE,3.9,8,AS5,Z,13.2,8.8,11.2,25,258
2003,LINCOLN,TOWN CAR,FULL-SIZE,4.6,8,A4,X,13.7,8.8,11.5,25,264
2003,MASERATI,COUPE CAMBIOCORSA,TWO-SEATER,4.2,8,AS6,Z,20.5,12.8,17,17,391
2003,MASERATI,COUPE GT,SUBCOMPACT,4.2,8,M6,Z,21,13,17.4,16,400
2003,MASERATI,SPIDER CAMBIOCORSA,TWO-SEATER,4.2,8,AS6,Z,20.5,12.8,17,17,391
2003,MASERATI,SPIDER GT,SUBCOMPACT,4.2,8,M6,Z,21,13,17.4,16,400
2003,MAZDA,B2300,PICKUP TRUCK - STANDARD,2.3,4,A5,X,10.4,8.2,9.4,30,216
2003,MAZDA,B2300,PICKUP TRUCK - STANDARD,2.3,4,M5,X,9.8,7.6,8.8,32,202
2003,MAZDA,B3000,PICKUP TRUCK - STANDARD,3,6,A5,X,13.9,10.2,12.2,23,281
2003,MAZDA,B3000,PICKUP TRUCK - STANDARD,3,6,M5,X,12.7,9.3,11.2,25,258
2003,MAZDA,B3000 FFV,PICKUP TRUCK - STANDARD,3,6,A5,X,13.9,10.2,12.2,23,281
2003,MAZDA,B3000 FFV,PICKUP TRUCK - STANDARD,3,6,A5,E,18.5,13.4,16.2,17,259
2003,MAZDA,B4000,PICKUP TRUCK - STANDARD,4,6,A5,X,15.4,11.6,13.7,21,315
2003,MAZDA,B4000,PICKUP TRUCK - STANDARD,4,6,M5,X,15.4,11.6,13.7,21,315
2003,MAZDA,B4000 4X4,PICKUP TRUCK - STANDARD,4,6,A5,X,15.4,11.6,13.7,21,315
2003,MAZDA,B4000 4X4,PICKUP TRUCK - STANDARD,4,6,M5,X,15.4,11.6,13.7,21,315
2003,MAZDA,MAZDASPEED PROTEGE TURBO,COMPACT,2,4,M5,Z,10,7.3,8.8,32,202
2003,MAZDA,MPV,MINIVAN,3,6,A5,X,13.5,9.1,11.5,25,264
2003,MAZDA,MX-5 MIATA,TWO-SEATER,1.8,4,A4,Z,10.6,7.8,9.3,30,214
2003,MAZDA,MX-5 MIATA,TWO-SEATER,1.8,4,M5,Z,10.1,7.6,9,31,207
2003,MAZDA,MX-5 MIATA,TWO-SEATER,1.8,4,M6,Z,10.4,7.8,9.2,31,212
2003,MAZDA,PROTEGE,COMPACT,1.6,4,A4,X,9.3,6.9,8.2,34,189
2003,MAZDA,PROTEGE,COMPACT,1.6,4,M5,X,8.5,6.7,7.7,37,177
2003,MAZDA,PROTEGE/PROTEGE5,COMPACT,2,4,A4,X,9.9,7.4,8.8,32,202
2003,MAZDA,PROTEGE/PROTEGE5,COMPACT,2,4,AS4,X,9.9,7.4,8.8,32,202
2003,MAZDA,PROTEGE/PROTEGE5,COMPACT,2,4,M5,X,9.6,7.3,8.6,33,198
2003,MAZDA,TRIBUTE,SUV,2,4,M5,X,10.3,7.8,9.2,31,212
2003,MAZDA,TRIBUTE,SUV,3,6,A4,X,12.3,8.6,10.6,27,244
2003,MAZDA,TRIBUTE 4X4,SUV,2,4,M5,X,10.8,8.6,9.8,29,225
2003,MAZDA,TRIBUTE 4X4,SUV,3,6,A4,X,13.1,9.4,11.4,25,262
2003,MERCEDES-BENZ,C 230 KOMPRESSOR,COMPACT,1.8,4,A5,Z,10,7,8.6,33,198
2003,MERCEDES-BENZ,C 230 KOMPRESSOR,COMPACT,1.8,4,M6,Z,11.2,6.8,9.2,31,212
2003,MERCEDES-BENZ,C 240,COMPACT,2.6,6,A5,Z,12.2,8.7,10.6,27,244
2003,MERCEDES-BENZ,C 240,COMPACT,2.6,6,M6,Z,13.7,8.4,11.3,25,260
2003,MERCEDES-BENZ,C 240 4MATIC 4X4,COMPACT,2.6,6,A5,Z,12.3,8.7,10.7,26,246
2003,MERCEDES-BENZ,C 240 WAGON,STATION WAGON - SMALL,2.6,6,A5,Z,12.2,8.7,10.6,27,244
2003,MERCEDES-BENZ,C 240 WAGON,STATION WAGON - SMALL,2.6,6,M6,Z,14,8.7,11.6,24,267
2003,MERCEDES-BENZ,C 240 WAGON 4MATIC 4X4,STATION WAGON - SMALL,2.6,6,A5,Z,12.3,8.7,10.7,26,246
2003,MERCEDES-BENZ,C 32 AMG,COMPACT,3.2,6,A5,Z,14.2,10.3,12.4,23,285
2003,MERCEDES-BENZ,C 320,COMPACT,3.2,6,A5,Z,11.8,8.2,10.2,28,235
2003,MERCEDES-BENZ,C 320 4MATIC 4X4,COMPACT,3.2,6,A5,Z,12.3,8.7,10.7,26,246
2003,MERCEDES-BENZ,C 320 WAGON,STATION WAGON - SMALL,3.2,6,A5,Z,11.9,8.4,10.3,27,237
2003,MERCEDES-BENZ,C 320 WAGON 4MATIC 4X4,STATION WAGON - SMALL,3.2,6,A5,Z,12.3,8.7,10.7,26,246
2003,MERCEDES-BENZ,CLK 320,SUBCOMPACT,3.2,6,A5,Z,12.2,8.1,10.4,27,239
2003,MERCEDES-BENZ,CLK 320 CABRIOLET,SUBCOMPACT,3.2,6,A5,Z,12,8.1,10.2,28,235
2003,MERCEDES-BENZ,CLK 430 CABRIOLET,SUBCOMPACT,4.3,8,A5,Z,13.3,9,11.4,25,262
2003,MERCEDES-BENZ,CLK 500,SUBCOMPACT,5,8,A5,Z,14.5,9.4,12.2,23,281
2003,MERCEDES-BENZ,E 320,MID-SIZE,3.2,6,A5,Z,12.2,8.1,10.4,27,239
2003,MERCEDES-BENZ,E 500,MID-SIZE,5,8,A5,Z,14.5,9.4,12.2,23,281
2003,MERCEDES-BENZ,G 500 4X4,SUV,5,8,A5,Z,18.9,15,17.1,17,393
2003,MERCEDES-BENZ,ML 320 4X4,SUV,3.2,6,A5,Z,15.2,11.6,13.6,21,313
2003,MERCEDES-BENZ,ML 500 4X4,SUV,5,8,A5,Z,16.8,12.8,15,19,345
2003,MERCEDES-BENZ,SL 500,TWO-SEATER,5,8,A5,Z,15.3,9.9,12.9,22,297
2003,MERCEDES-BENZ,SL 55 AMG,TWO-SEATER,5.5,8,A5,Z,17.3,10.9,14.4,20,331
2003,MERCEDES-BENZ,SLK 230 KOMPRESSOR,TWO-SEATER,2.3,4,A5,Z,10.8,7.8,9.4,30,216
2003,MERCEDES-BENZ,SLK 230 KOMPRESSOR,TWO-SEATER,2.3,4,M6,Z,12.2,7.8,10.2,28,235
2003,MERCEDES-BENZ,SLK 32 AMG,TWO-SEATER,3.2,6,A5,Z,13.6,9.7,11.8,24,271
2003,MERCEDES-BENZ,SLK 320,TWO-SEATER,3.2,6,A5,Z,11.7,8.3,10.2,28,235
2003,MERCEDES-BENZ,SLK 320,TWO-SEATER,3.2,6,M6,Z,13.6,8.5,11.3,25,260
2003,MINI,MINI COOPER,MINICOMPACT,1.6,4,AV,Z,9,6.3,7.8,36,179
2003,MINI,MINI COOPER,MINICOMPACT,1.6,4,M5,Z,8.3,5.9,7.2,39,166
2003,MINI,MINI COOPER S,MINICOMPACT,1.6,4,M6,Z,9.5,6.3,8.1,35,186
2003,MITSUBISHI,ECLIPSE,SUBCOMPACT,2.4,4,A4,X,11.3,7.7,9.7,29,223
2003,MITSUBISHI,ECLIPSE,SUBCOMPACT,2.4,4,AS4,X,11.3,7.7,9.7,29,223
2003,MITSUBISHI,ECLIPSE,SUBCOMPACT,2.4,4,M5,X,10.1,6.9,8.7,32,200
2003,MITSUBISHI,ECLIPSE,SUBCOMPACT,3,6,AS4,Z,11.9,7.9,10.1,28,232
2003,MITSUBISHI,ECLIPSE,SUBCOMPACT,3,6,M5,Z,11.5,7.7,9.8,29,225
2003,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4,AS4,X,11.7,8.3,10.2,28,235
2003,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4,M5,X,10.3,7.2,8.9,32,205
2003,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3,6,AS4,Z,11.9,7.9,10.1,28,232
2003,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3,6,M5,Z,11.6,7.6,9.8,29,225
2003,MITSUBISHI,GALANT,MID-SIZE,2.4,4,A4,X,11.3,7.9,9.8,29,225
2003,MITSUBISHI,GALANT,MID-SIZE,3,6,A4,Z,11.7,8.1,10.1,28,232
2003,MITSUBISHI,LANCER,COMPACT,2,4,A4,X,9.7,7.2,8.6,33,198
2003,MITSUBISHI,LANCER,COMPACT,2,4,M5,X,8.9,6.5,7.8,36,179
2003,MITSUBISHI,MONTERO,SUV,3.8,6,AS5,Z,16.1,11.5,14,20,322
2003,MITSUBISHI,MONTERO SPORT,SUV,3,6,A4,X,13.9,10.8,12.5,23,288
2003,MITSUBISHI,MONTERO SPORT,SUV,3.5,6,A4,X,14.1,11.1,12.8,22,294
2003,MITSUBISHI,OUTLANDER,SUV,2.4,4,AS4,X,11.4,8.3,10,28,230
2003,MITSUBISHI,OUTLANDER 4WD,SUV,2.4,4,AS4,X,11.9,8.8,10.5,27,242
2003,NISSAN,350Z,TWO-SEATER,3.5,6,AS5,Z,12.8,8.5,10.9,26,251
2003,NISSAN,350Z,TWO-SEATER,3.5,6,M6,Z,11.9,8.2,10.2,28,235
2003,NISSAN,ALTIMA,MID-SIZE,2.5,4,A4,X,10.4,7.4,9,31,207
2003,NISSAN,ALTIMA,MID-SIZE,2.5,4,M5,X,10.1,7.3,8.8,32,202
2003,NISSAN,ALTIMA,MID-SIZE,3.5,6,A4,X,12.4,8.4,10.6,27,244
2003,NISSAN,ALTIMA,MID-SIZE,3.5,6,M5,X,11.2,8.2,9.8,29,225
2003,NISSAN,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4,A4,X,11.9,9.3,10.7,26,246
2003,NISSAN,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4,M5,X,10.7,8.5,9.7,29,223
2003,NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,A4,X,14.4,11.2,13,22,299
2003,NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,M5,X,13.7,10.8,12.4,23,285
2003,NISSAN,FRONTIER V6 #,PICKUP TRUCK - STANDARD,3.3,6,A4,Z,15.5,12.2,14,20,322
2003,NISSAN,FRONTIER V6 4X4,PICKUP TRUCK - STANDARD,3.3,6,A4,X,14.6,10.8,12.9,22,297
2003,NISSAN,FRONTIER V6 4X4,PICKUP TRUCK - STANDARD,3.3,6,M5,X,13.8,10.7,12.4,23,285
2003,NISSAN,FRONTIER V6 4X4 #,PICKUP TRUCK - STANDARD,3.3,6,A4,Z,15.5,11.8,13.8,20,317
2003,NISSAN,MAXIMA,MID-SIZE,3.5,6,A4,X,12.1,8.2,10.3,27,237
2003,NISSAN,MAXIMA,MID-SIZE,3.5,6,M6,X,11.2,7.7,9.6,29,221
2003,NISSAN,MURANO AWD,SUV,3.5,6,AV,X,11.9,8.9,10.6,27,244
2003,NISSAN,PATHFINDER 4X4,SUV,3.5,6,A4,X,15.5,11.3,13.6,21,313
2003,NISSAN,PATHFINDER 4X4,SUV,3.5,6,M5,X,14.2,11.1,12.8,22,294
2003,NISSAN,SENTRA,COMPACT,1.8,4,A4,X,8.3,6.2,7.4,38,170
2003,NISSAN,SENTRA,COMPACT,1.8,4,M5,X,8.3,6,7.3,39,168
2003,NISSAN,SENTRA,COMPACT,2.5,4,A4,X,10.4,7.8,9.2,31,212
2003,NISSAN,SENTRA,COMPACT,2.5,4,M5,X,10,7.4,8.8,32,202
2003,NISSAN,SENTRA,COMPACT,2.5,4,M6,X,10.1,7.3,8.8,32,202
2003,NISSAN,XTERRA V6 4X4,SUV,3.3,6,A4,X,14.8,10.7,13,22,299
2003,NISSAN,XTERRA V6 4X4,SUV,3.3,6,M5,X,14.1,10.7,12.6,22,290
2003,NISSAN,XTERRA V6 4X4 #,SUV,3.3,6,A4,Z,15.5,11.8,13.8,20,317
2003,NISSAN,XTERRA V6 4X4 #,SUV,3.3,6,M5,Z,15.9,11.9,14.1,20,324
2003,OLDSMOBILE,ALERO,COMPACT,2.2,4,A4,X,10.1,6.9,8.7,32,200
2003,OLDSMOBILE,ALERO,COMPACT,2.2,4,M5,X,10,6.7,8.5,33,196
2003,OLDSMOBILE,ALERO,COMPACT,3.4,6,A4,X,11,6.7,9.1,31,209
2003,OLDSMOBILE,AURORA,MID-SIZE,4,8,A4,X,13.5,8.3,11.2,25,258
2003,OLDSMOBILE,BRAVADA AWD,SUV,4.2,6,A4,X,15.7,10.5,13.4,21,308
2003,OLDSMOBILE,SILHOUETTE,MINIVAN,3.4,6,A4,X,12.1,8,10.3,27,237
2003,OLDSMOBILE,SILHOUETTE AWD,MINIVAN,3.4,6,A4,X,13.1,8.9,11.2,25,258
2003,PONTIAC,AZTEK,SUV,3.4,6,A4,X,12.3,8.3,10.5,27,242
2003,PONTIAC,AZTEK AWD,SUV,3.4,6,A4,X,13.1,8.9,11.2,25,258
2003,PONTIAC,BONNEVILLE,FULL-SIZE,3.8,6,A4,X,12,7.4,9.9,29,228
2003,PONTIAC,BONNEVILLE #,FULL-SIZE,3.8,6,A4,Z,13.3,7.8,10.8,26,248
2003,PONTIAC,GRAND AM,COMPACT,2.2,4,A4,X,10,6.9,8.6,33,198
2003,PONTIAC,GRAND AM,COMPACT,2.2,4,M5,X,10,6.7,8.5,33,196
2003,PONTIAC,GRAND AM,COMPACT,3.4,6,A4,X,11,6.7,9.1,31,209
2003,PONTIAC,GRAND PRIX,MID-SIZE,3.1,6,A4,X,11.5,7.6,9.7,29,223
2003,PONTIAC,GRAND PRIX,MID-SIZE,3.8,6,A4,X,12.2,7.4,10,28,230
2003,PONTIAC,GRAND PRIX #,MID-SIZE,3.8,6,A4,Z,13.3,7.8,10.8,26,248
2003,PONTIAC,MONTANA,MINIVAN,3.4,6,A4,X,12.1,8,10.3,27,237
2003,PONTIAC,MONTANA AWD,MINIVAN,3.4,6,A4,X,13.1,8.9,11.2,25,258
2003,PONTIAC,SUNFIRE,COMPACT,2.2,4,A4,X,10,6.9,8.6,33,198
2003,PONTIAC,SUNFIRE,COMPACT,2.2,4,M5,X,10,6.7,8.5,33,196
2003,PONTIAC,VIBE,STATION WAGON - SMALL,1.8,4,A4,X,8.3,6.4,7.4,38,170
2003,PONTIAC,VIBE,STATION WAGON - SMALL,1.8,4,M5,X,7.7,6,6.9,41,159
2003,PONTIAC,VIBE AWD,STATION WAGON - SMALL,1.8,4,A4,X,9.1,6.9,8.1,35,186
2003,PONTIAC,VIBE GT #,STATION WAGON - SMALL,1.8,4,M6,Z,9.3,7.1,8.3,34,191
2003,PORSCHE,911 CARRERA,MINICOMPACT,3.6,6,AS5,Z,13,8.4,10.9,26,251
2003,PORSCHE,911 CARRERA,MINICOMPACT,3.6,6,M6,Z,13.3,8.3,11,26,253
2003,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.6,6,AS5,Z,13.8,9.2,11.7,24,269
2003,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.6,6,M6,Z,14,9.1,11.8,24,271
2003,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.6,6,AS5,Z,13.9,9.5,11.9,24,274
2003,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.6,6,M6,Z,13.8,9.1,11.7,24,269
2003,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.6,6,AS5,Z,13,8.4,10.9,26,251
2003,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.6,6,M6,Z,13.1,8.2,10.9,26,251
2003,PORSCHE,911 GT2,TWO-SEATER,3.6,6,M6,Z,15.5,9.9,13,22,299
2003,PORSCHE,911 TARGA,MINICOMPACT,3.6,6,AS5,Z,13,8.4,10.9,26,251
2003,PORSCHE,911 TARGA,TWO-SEATER,3.6,6,M6,Z,13.1,8.2,10.9,26,251
2003,PORSCHE,911 TURBO,MINICOMPACT,3.6,6,AS5,Z,15.9,9.7,13.1,22,301
2003,PORSCHE,911 TURBO,MINICOMPACT,3.6,6,M6,Z,15.5,9.9,13,22,299
2003,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AS5,Z,13.3,8.3,11,26,253
2003,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M5,Z,11.7,7.4,9.8,29,225
2003,PORSCHE,BOXSTER S,TWO-SEATER,3.2,6,AS5,Z,13.6,8.2,11.2,25,258
2003,PORSCHE,BOXSTER S,TWO-SEATER,3.2,6,M6,Z,12.8,8.2,10.7,26,246
2003,PORSCHE,CAYENNE S,SUV,4.5,8,AS5,Z,17.1,11.7,14.7,19,338
2003,PORSCHE,CAYENNE TURBO,SUV,4.5,8,AS5,Z,18.3,11.7,15.3,18,352
2003,SAAB,9-3 ARC TURBO,COMPACT,2,4,A5,Z,12.3,7,9.9,29,228
2003,SAAB,9-3 ARC TURBO,COMPACT,2,4,M6,Z,10.8,7,9.1,31,209
2003,SAAB,9-3 LINEAR TURBO,COMPACT,2,4,A5,X,10.7,7.1,9.1,31,209
2003,SAAB,9-3 LINEAR TURBO,COMPACT,2,4,M5,X,10.4,6.9,8.8,32,202
2003,SAAB,9-3 SE CVT TURBO,SUBCOMPACT,2,4,A4,Z,11.3,7.5,9.6,29,221
2003,SAAB,9-3 SE CVT TURBO,SUBCOMPACT,2,4,M5,Z,11.2,7.1,9.4,30,216
2003,SAAB,9-3 VECTOR TURBO,COMPACT,2,4,A5,Z,12.3,7,9.9,29,228
2003,SAAB,9-3 VECTOR TURBO,COMPACT,2,4,M6,Z,10.8,7,9.1,31,209
2003,SAAB,9-5 AERO TURBO,MID-SIZE,2.3,4,A5,Z,12.1,7.6,10.1,28,232
2003,SAAB,9-5 AERO TURBO,MID-SIZE,2.3,4,M5,Z,11.3,7.4,9.5,30,218
2003,SAAB,9-5 AERO WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,A5,Z,12.1,7.6,10.1,28,232
2003,SAAB,9-5 AERO WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,M5,Z,11.3,7.4,9.5,30,218
2003,SAAB,9-5 LINEAR TURBO,MID-SIZE,2.3,4,A5,X,12,7.5,10,28,230
2003,SAAB,9-5 LINEAR TURBO,MID-SIZE,2.3,4,M5,X,11.5,7.2,9.6,29,221
2003,SAAB,9-5 LINEAR WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,A5,X,12,7.5,10,28,230
2003,SAAB,9-5 LINEAR WAGON TURBO,STATION WAGON - MID-SIZE,2.3,4,M5,X,10.3,6.7,8.7,32,200
2003,SATURN,ION,COMPACT,2.2,4,A5,X,9.9,6.8,8.5,33,196
2003,SATURN,ION,COMPACT,2.2,4,M5,X,10,6.7,8.5,33,196
2003,SATURN,L200,MID-SIZE,2.2,4,A4,X,10.1,6.9,8.7,32,200
2003,SATURN,L200,MID-SIZE,2.2,4,M5,X,10,6.7,8.5,33,196
2003,SATURN,L300,MID-SIZE,3,6,A4,X,11.6,7.7,9.8,29,225
2003,SATURN,LW200 WAGON,STATION WAGON - MID-SIZE,2.2,4,A4,X,10.1,6.9,8.7,32,200
2003,SATURN,LW200 WAGON,STATION WAGON - MID-SIZE,2.2,4,M5,X,10.2,6.9,8.7,32,200
2003,SATURN,LW300 WAGON,STATION WAGON - MID-SIZE,3,6,A4,X,11.6,7.7,9.8,29,225
2003,SATURN,VUE,SUV,2.2,4,AV,X,10.9,7.8,9.5,30,218
2003,SATURN,VUE,SUV,2.2,4,M5,X,10.5,7.7,9.2,31,212
2003,SATURN,VUE,SUV,3,6,A5,X,12,8.4,10.4,27,239
2003,SATURN,VUE AWD,SUV,2.2,4,AV,X,11.3,8.4,10,28,230
2003,SATURN,VUE AWD,SUV,3,6,A5,X,12.6,8.6,10.8,26,248
2003,SUBARU,4D IMPREZA AWD 2.5RS,SUBCOMPACT,2.5,4,A4,X,10.8,8.1,9.6,29,221
2003,SUBARU,4D IMPREZA AWD 2.5RS,SUBCOMPACT,2.5,4,M5,X,11.3,7.8,9.7,29,223
2003,SUBARU,4D IMPREZA AWD WRX,SUBCOMPACT,2,4,A4,Z,12.2,8.2,10.4,27,239
2003,SUBARU,4D IMPREZA AWD WRX,SUBCOMPACT,2,4,M5,Z,11.6,8,10,28,230
2003,SUBARU,4D LEGACY AWD 2.5GT,COMPACT,2.5,4,M5,X,11.4,8,9.9,29,228
2003,SUBARU,4D LEGACY AWD 2.5GT SPORT SHIFT,COMPACT,2.5,4,AS4,X,11.5,7.9,9.9,29,228
2003,SUBARU,4D LEGACY AWD L,COMPACT,2.5,4,A4,X,10.8,7.8,9.4,30,216
2003,SUBARU,4D LEGACY AWD L,COMPACT,2.5,4,M5,X,11.4,8,9.9,29,228
2003,SUBARU,4D OUTBACK AWD H6-3.0,COMPACT,3,6,A4,Z,12.4,8.4,10.6,27,244
2003,SUBARU,BAJA AWD,SUV,2.5,4,A4,X,11.4,8.3,10,28,230
2003,SUBARU,BAJA AWD,SUV,2.5,4,M5,X,11.8,8.6,10.4,27,239
2003,SUBARU,FORESTER AWD,SUV,2.5,4,A4,X,10.8,8.1,9.6,29,221
2003,SUBARU,FORESTER AWD,SUV,2.5,4,M5,X,11.3,7.9,9.8,29,225
2003,SUBARU,IMPREZA WAGON AWD 2.5TS,STATION WAGON - SMALL,2.5,4,A4,X,10.8,8.1,9.6,29,221
2003,SUBARU,IMPREZA WAGON AWD 2.5TS,STATION WAGON - SMALL,2.5,4,M5,X,11.3,7.9,9.8,29,225
2003,SUBARU,IMPREZA WAGON AWD WRX,STATION WAGON - SMALL,2,4,A4,Z,12.2,8.2,10.4,27,239
2003,SUBARU,IMPREZA WAGON AWD WRX,STATION WAGON - SMALL,2,4,M5,Z,11.6,8,10,28,230
2003,SUBARU,LEGACY AWD L,STATION WAGON - MID-SIZE,2.5,4,A4,X,10.9,7.8,9.5,30,218
2003,SUBARU,LEGACY AWD L,STATION WAGON - MID-SIZE,2.5,4,M5,X,11.4,8,9.9,29,228
